id,bbox,country,code,vegetation,All occurances,All species,All genus,All family,All shannon,All simpson,Plants occurances,Plants species,Plants genus,Plants family,Plants shannon,Plants simpson,Animals occurances,Animals species,Animals genus,Animals family,Animals shannon,Animals simpson,Birds occurances,Birds species,Birds genus,Birds family,Birds shannon,Birds simpson,Insects occurances,Insects species,Insects genus,Insects family,Insects shannon,Insects simpson
46UFC,"[94.43612062512346, 51.35438278910497, 94.95042581616633, 52.34135509726958]",Russia,RU,15.722382,578,92,79,48,3.610518726229704,0.9471355872424044,49,,,,,,529,76.0,61.0,35.0,3.583208492486549,0.958963282937365,505,72.0,53.0,29.0,3.4380579923256867,0.9490380652280855,11,,,,,
46VDH,"[91.36043831332786, 55.84694811162493, 93.159994037676, 56.843709329150045]",Russia,RU,94.941288,2688,136,123,72,3.7962552234435676,0.9362171920566588,1089,148.0,126.0,55.0,4.917910113684017,0.997005228161007,1504,84.0,66.0,40.0,3.608780919076195,0.9496777444208847,1280,73.0,56.0,31.0,3.471416426020504,0.9464214463840399,116,,,,,
46VEH,"[92.99967214264045, 55.84678901052149, 94.7991058515277, 56.84381181769674]",Russia,RU,7.327931,978,131,121,74,3.5990780037439576,0.9165700647800886,351,110.0,92.0,43.0,4.476880866174159,0.9902722706846419,609,95.0,78.0,47.0,3.7511425940706036,0.9529286574965181,498,80.0,58.0,29.0,3.5994322131317498,0.9540201453875857,84,,,,,
46WDB,"[90.4527167155109, 68.40717538334204, 93.24866770605388, 69.40946270895385]",Russia,RU,40.408343,668,136,90,45,4.788480189419552,0.9954123488773747,645,141.0,94.0,40.0,4.843416316194286,0.9962074675498104,23,,,,,,9,,,,,,10,,,,,
47UPT,"[100.43612062512345, 51.325230754621245, 102.07775792530944, 52.34135509726958]",Russia,RU,65.568954,472,121,90,50,4.598199613133654,0.9922846556012385,459,119.0,90.0,39.0,4.567519305352943,0.9911055276381909,12,,,,,,5,,,,,,5,,,,,
47UPV,"[101.13856835800995, 53.923922214124985, 102.20926008487338, 54.126398019845446]",Russia,RU,76.92681,255,150,131,67,4.0466950366716326,0.9580762062538828,202,135.0,112.0,44.0,4.7510312162437645,0.9945728643216081,53,,,,,,43,,,,,,8,,,,,
47UQT,"[101.87021576413204, 51.32482872247097, 102.48535947094943, 52.31403780479302]",Russia,RU,77.987617,1123,117,101,59,3.819745782210987,0.9539912071613963,340,127.0,98.0,38.0,4.612201265091075,0.9905025125628141,778,75.0,64.0,36.0,3.4000230681001455,0.9354698152408989,720,63.0,52.0,25.0,3.5912701892612984,0.9604432418502771,28,,,,,
47UQU,"[102.97959464818423, 52.17548471916956, 103.63418301744922, 53.16690756283597]",Russia,RU,83.761853,14707,150,110,53,4.890482722175955,0.996193086645348,13714,146.0,119.0,40.0,4.861934765133354,0.9959798994974874,832,95.0,86.0,48.0,4.082725145631386,0.9752763819095477,533,47.0,39.0,25.0,3.218782769746974,0.9387340744124664,265,104.0,91.0,40.0,4.391845581334432,0.9888360664494418
47UQV,"[103.36240512518583, 53.07125652870583, 103.7124354902613, 53.86455180670788]",Russia,RU,78.766644,4298,158,125,52,4.957491309325037,0.9966415163783585,4155,147.0,121.0,43.0,4.858280593222008,0.9954824628191462,134,,,,,,60,,,,,,63,,,,,
47VPC,"[102.09806813490732, 55.81173603255935, 102.40310762350843, 56.42890120055522]",Russia,RU,81.716979,401,145,124,64,4.602947328064015,0.9851621808143547,288,139.0,108.0,39.0,4.806482990688562,0.9953768844221106,111,,,,,,90,,,,,,16,,,,,
48UUC,"[102.06579822822975, 51.58938448408061, 102.49897650950355, 52.32183359570769]",Russia,RU,80.000216,1532,143,117,64,4.239239616413095,0.972557745285018,679,137.0,108.0,39.0,4.737023252448881,0.9935175879396985,848,80.0,64.0,37.0,3.6866610175465557,0.9612744646203951,765,71.0,60.0,30.0,3.393429764593891,0.9419563201732857,52,,,,,
48UUD,"[103.00045364094096, 52.24293887708708, 103.67854406500949, 53.24196354764364]",Russia,RU,80.72955,15531,155,124,56,4.922127893486898,0.9961809045226131,14452,149.0,124.0,46.0,4.919567147625098,0.9969346733668342,917,90.0,83.0,53.0,4.029459670172335,0.9744654668512537,587,46.0,39.0,23.0,3.228818981478367,0.9343688137657987,274,103.0,92.0,43.0,4.403911944295715,0.9896373056994818
48UUE,"[103.39274989670783, 53.148826720656615, 103.6511207707828, 53.68980032234592]",Russia,RU,80.086064,4274,150,122,51,4.850219226091191,0.9945384788986684,4127,145.0,122.0,42.0,4.8846865919675455,0.9966159052453468,138,,,,,,67,,,,,,61,,,,,
48UVB,"[103.56054785009125, 50.455265339610506, 104.56621728999217, 51.44791674013208]",Russia,RU,72.68852,2401,113,95,58,4.19928537634259,0.9738017717876883,1965,104.0,86.0,42.0,4.420476266826281,0.9895400707583448,434,59.0,50.0,30.0,3.0657013816166967,0.9157136603239522,407,48.0,40.0,22.0,2.950717305701769,0.9148243156580147,22,,,,,
48UVC,"[103.5315289025883, 51.354432348394134, 105.04119494351019, 52.34981374807103]",Russia,RU,71.21067,22886,163,134,73,4.402801840087056,0.9731138911562359,17974,161.0,120.0,54.0,5.006278300361982,0.9975879396984925,4860,110.0,88.0,53.0,3.86300657439261,0.9629009816556703,4116,93.0,61.0,29.0,3.6390730615396887,0.9445143451853923,524,130.0,111.0,45.0,4.6710282332615325,0.9928309785452643
48UVD,"[103.50094041209756, 52.25344953517325, 105.14627687240083, 53.24953673463324]",Russia,RU,86.401421,18658,162,137,66,4.714035396046067,0.9805949891786802,15819,162.0,131.0,44.0,5.019775275860068,0.9978173696766661,2716,102.0,81.0,43.0,3.3788642752037297,0.9125180255130338,2129,80.0,58.0,28.0,3.386003429854845,0.9366004492284355,473,124.0,106.0,48.0,4.624786532732974,0.9924398625429554
48UWB,"[104.9997121758513, 50.453523278919015, 106.57954402146963, 51.45118220579359]",Russia,RU,61.881572,8113,148,118,52,4.2160921919995635,0.9594855067091704,6902,130.0,96.0,41.0,4.743730343015157,0.9950776803568682,1211,83.0,62.0,34.0,3.0154424942801397,0.8730171372137635,1164,92.0,63.0,28.0,3.037096133434944,0.8891515877068396,33,,,,,
48UWC,"[104.99970637088136, 52.27280550376855, 105.04139719039058, 52.3504731573947]",Russia,RU,95.850933,11243,160,139,66,4.484226940679986,0.9694918628378042,9327,145.0,113.0,53.0,4.853650410305009,0.9957286432160805,1887,106.0,85.0,46.0,3.807946587733878,0.9571961078569008,1708,89.0,62.0,27.0,3.339712223703097,0.9268260319698132,125,,,,,
48UWD,"[104.99970025177572, 52.25159244435569, 106.64494666464431, 53.24962646775486]",Russia,RU,74.888128,2517,133,114,54,4.738070025425545,0.9941468973376153,2363,132.0,103.0,40.0,4.6532083262181105,0.9915052315342381,154,,,,,,122,,,,,,4,,,,,
48UXA,"[106.39751868434308, 50.06739737498862, 106.63113135444551, 50.543739174288454]",Russia,RU,61.008245,376,93,83,43,4.169905960822361,0.9817268158976702,362,85.0,71.0,38.0,4.0731035417984005,0.9792852381684869,14,,,,,,8,,,,,,5,,,,,
48UXB,"[106.40871510963765, 50.451925276476324, 107.08347927901752, 51.44235231685392]",Russia,RU,59.140676,940,157,126,67,4.90685149833605,0.9953929182572068,762,137.0,107.0,41.0,4.805965222660311,0.995685498198061,177,,,,,,159,,,,,,10,,,,,
48UXC,"[106.43612062512346, 51.343012467136035, 107.55176379610671, 52.34135509726958]",Russia,RU,88.289565,3418,153,121,58,3.7776193894502894,0.9290342486886763,2346,159.0,120.0,49.0,4.9776351627887125,0.9971859296482412,1071,93.0,70.0,44.0,3.3382620226990847,0.9301886920242739,985,78.0,56.0,31.0,3.3099979537776334,0.9402432954847969,69,,,,,
48UXD,"[106.4649803671648, 52.233447183420616, 108.03948913737865, 53.24020834947074]",Russia,RU,29.668343,2534,139,108,58,4.809167494036802,0.9954997383568812,2220,123.0,87.0,37.0,4.661244189611649,0.9935028678747272,310,91.0,70.0,47.0,3.9499794010935108,0.9690766550522648,229,73.0,55.0,28.0,3.688630074698972,0.9630527789278602,27,,,,,
48UXE,"[106.49537958151227, 53.12269408315269, 108.20926008487339, 54.138373318280884]",Russia,RU,49.096176,1073,122,97,52,4.629059047826671,0.9930008266740149,910,115.0,85.0,33.0,4.53659513565014,0.9911172021724786,161,,,,,,89,,,,,,25,,,,,
48UYB,"[107.81551011356699, 50.38212225093181, 109.45058969901368, 51.41589769639834]",Russia,RU,4.709746,255,133,110,43,4.67757304518771,0.9923719250733469,244,128.0,101.0,34.0,4.696839574831185,0.9940008726003491,11,,,,,,8,,,,,,1,,,,,
48UYC,"[107.87021576413204, 51.27892518278613, 109.53997968087782, 52.310107489377394]",Russia,RU,92.0829,237,112,89,43,4.397445762302035,0.9862698201789353,228,111.0,87.0,40.0,4.409142858122008,0.9859798994974874,9,,,,,,7,,,,,,1,,,,,
48UYD,"[107.98994463338998, 53.142711404264915, 108.02803471270927, 53.21199287188401]",Russia,RU,0.0,388,129,108,55,4.69587005428716,0.9938190954773869,351,119.0,99.0,43.0,4.56814121372234,0.9918090452261307,34,,,,,,31,,,,,,2,,,,,
48UYE,"[108.39280945199008, 53.07125652870583, 109.73349037163308, 54.08425734135864]",Russia,RU,57.274896,289,125,109,64,4.564594740359452,0.9885578583765112,105,,,,,,184,,,,,,145,,,,,,3,,,,,
48VUH,"[101.72446539055633, 56.49487226729416, 102.67402760909388, 56.818909768372365]",Russia,RU,1.984207,296,142,116,52,4.817294060909061,0.9950251256281407,268,131.0,105.0,40.0,4.725004319389322,0.9942211055276382,27,,,,,,19,,,,,,4,,,,,
49UCT,"[108.06579822822974, 51.3280532483229, 109.70457846467333, 52.34305438492137]",Russia,RU,93.129152,231,118,92,46,4.393348998210791,0.9843260188087775,222,113.0,86.0,39.0,4.415873242766083,0.9857286432160804,9,,,,,,7,,,,,,1,,,,,
49UCU,"[108.00476092506948, 53.173917456392324, 108.02887182323484, 53.21241770932612]",Russia,RU,0.0,251,118,102,53,4.484540199727198,0.9888704712289841,215,95.0,78.0,35.0,4.206525381370359,0.9833165829145729,33,,,,,,30,,,,,,2,,,,,
49UCV,"[108.40156317295552, 53.1307640170038, 109.6511207707828, 54.140186775460364]",Russia,RU,53.299457,296,129,112,64,4.615529323272325,0.9901098901098901,106,,,,,,190,,,,,,151,,,,,,3,,,,,
49UDV,"[109.46868670472254, 53.151777988193025, 111.08361126138335, 54.14763367871153]",Russia,RU,69.88709,472,152,120,47,4.936339666066551,0.9970260985489412,458,142.0,108.0,43.0,4.8542915241350055,0.9962438454900766,14,,,,,,9,,,,,,3,,,,,
49UFT,"[112.46068139596876, 52.117560245409756, 112.57879721877535, 52.34135509726958]",Russia,RU,99.9008,1337,123,111,70,4.5307077663352135,0.988223948022943,488,127.0,102.0,44.0,4.701593663253702,0.994321608040201,844,77.0,63.0,41.0,3.9606212516715154,0.9763316582914573,727,63.0,53.0,30.0,3.7671486305162074,0.9722606778444342,74,,,,,
49UGS,"[114.81214805261105, 50.38212225093181, 115.45058969901369, 51.37417846436962]",Russia,RU,40.850866,275,88,76,43,3.217608634817517,0.9163586882792812,132,,,,,,143,,,,,,141,,,,,,1,,,,,
49VEH,"[110.99962628178567, 61.22664769734482, 111.09120123703735, 61.33444248352088]",Russia,RU,0.4786,276,72,60,32,3.8987827043769485,0.9769849246231156,262,69.0,56.0,27.0,3.836470629327905,0.974824120603015,7,,,,,,4,,,,,,0,,,,,
50ULA,"[114.17866751641769, 49.53173120782476, 115.75278304383875, 50.545333158635955]",Russia,RU,55.468863,297,87,63,34,3.4618978180586315,0.9404156631879405,0,,,,,,297,87.0,63.0,34.0,3.4618978180586315,0.9404156631879405,297,87.0,63.0,34.0,3.4618978180586315,0.9404156631879405,0,,,,,
50ULB,"[114.12370823169887, 50.42971299170202, 115.72930089179437, 51.44399790803582]",Russia,RU,56.792182,274,89,78,45,3.4114102189743893,0.9406162632499588,132,,,,,,142,,,,,,140,,,,,,1,,,,,
50UMA,"[115.58808613662856, 49.55648784343155, 116.68290976773014, 50.54972209169177]",Russia,RU,0.002106,579,109,85,53,3.5992781306381603,0.9406944247074984,163,,,,,,416,82.0,58.0,35.0,3.1282135925342383,0.8877681390579734,414,84.0,59.0,34.0,3.017873283597461,0.8990683342924367,1,,,,,
50UMB,"[116.90747600865578, 51.39865291106931, 117.14045795769131, 51.451098078258774]",Russia,RU,68.762356,496,102,85,47,3.386585881019763,0.922904054301963,228,82.0,69.0,33.0,3.6800080377315214,0.9477882523567803,268,71.0,51.0,29.0,3.267294089038865,0.9331634899666603,266,68.0,49.0,27.0,3.0968831782058666,0.9117435354193829,1,,,,,
50UNB,"[116.9997121758513, 51.15557159652047, 117.15161974338025, 51.45118220579359]",Russia,RU,91.971147,973,120,99,54,4.599644944165992,0.9926677946982515,255,125.0,98.0,40.0,4.700548813178038,0.9945180447693011,718,95.0,73.0,36.0,4.284499729401154,0.9869763626108804,678,83.0,63.0,28.0,4.146952404395551,0.9845125867605926,20,,,,,
51VVL,"[120.95350152328005, 63.82289352458576, 121.16290273437116, 64.01407065219907]",Russia,RU,89.788765,684,113,96,54,4.559379027435599,0.9924876909801533,281,96.0,78.0,34.0,4.3634810923291765,0.9896959545200751,401,80.0,66.0,41.0,4.07572743896366,0.9823359220344144,312,58.0,46.0,25.0,3.699368275497431,0.9730297902886735,76,,,,,
52TFM,"[130.19734595741093, 41.45394508412268, 130.78756133328054, 42.44624086265282]",Russia,RU,2.834286,848,98,77,48,3.7303780299610447,0.9579569933109104,33,,,,,,815,85.0,68.0,41.0,3.7406171464975944,0.9592872724307353,780,79.0,59.0,35.0,3.5945837517499624,0.9524137117697933,6,,,,,
52TFN,"[130.2142871341779, 42.34878359800283, 131.13074472611666, 43.346200009839855]",Russia,RU,9.850903,3550,138,124,86,3.4766410845281936,0.872928849902534,807,148.0,125.0,73.0,4.893953416702541,0.9964777789288304,2735,106.0,83.0,51.0,3.9548834154675605,0.9650634122995932,2490,95.0,78.0,41.0,4.010624171149156,0.9732493320579213,65,,,,,
52TFP,"[130.23203270004183, 43.24355848488354, 131.4937610652767, 44.24655093494868]",Russia,RU,68.113649,341,148,129,79,4.8283163783420315,0.9944013781223083,297,142.0,118.0,56.0,4.835472235607038,0.9958291457286432,42,,,,,,23,,,,,,11,,,,,
52TGN,"[132.08264733692255, 42.30245161555175, 132.81812370368635, 43.30068410975454]",Russia,RU,35.879293,11305,155,134,91,4.534482683973749,0.9769183820673584,5380,150.0,125.0,65.0,4.906131084986403,0.9965646310823976,5888,110.0,96.0,65.0,2.355119535283706,0.6835331757652621,4748,94.0,73.0,38.0,3.4608110876047284,0.9375748702249435,384,110.0,99.0,52.0,4.381571675042733,0.9847739888977003
52TGP,"[132.36790848267185, 43.201211355403785, 132.8757389462752, 44.19280988158976]",Russia,RU,99.082267,3956,146,126,80,3.8056621332441085,0.9489540248170538,1673,160.0,128.0,67.0,4.993617590579219,0.9974620577635653,2268,106.0,83.0,48.0,3.670097798038994,0.9507482278813337,1990,85.0,61.0,31.0,3.444015166832588,0.9448244327886693,173,,,,,
52TGQ,"[131.50483697761882, 44.25314621830439, 131.8569879209415, 45.12552488296481]",Russia,RU,65.429342,2210,144,125,80,4.205983916815551,0.9695628380118465,1214,153.0,127.0,62.0,4.932338762845537,0.9967556253270539,996,81.0,69.0,42.0,3.479259995162981,0.9359482020547946,914,64.0,48.0,29.0,3.4100132183212892,0.9515754942303819,54,,,,,
52UCA,"[126.17866751641766, 49.53173120782476, 126.75001117350737, 50.52814970821396]",Russia,RU,0.091053,754,107,85,57,4.181316605737865,0.9776161559101821,92,,,,,,661,96.0,68.0,38.0,4.031630434598901,0.9736056823435464,620,87.0,64.0,34.0,3.8247178817976852,0.9647579358954571,17,,,,,
52UDA,"[127.58808613662856, 49.55648784343155, 129.13776975576758, 50.552210622261306]",Russia,RU,52.810723,976,98,72,46,3.7210559449290814,0.9613781382094166,53,,,,,,923,92.0,69.0,42.0,3.6653951670093456,0.9404271329773892,892,82.0,61.0,36.0,3.6842649933877802,0.9582251082251082,8,,,,,
52UEV,"[129.2459653872319, 48.65538534877128, 130.5205956537251, 49.648635053957676]",Russia,RU,3.9873,708,76,58,37,3.6464048154379323,0.9511490978157645,6,,,,,,702,70.0,55.0,38.0,3.4567893982257134,0.9423904862261027,692,70.0,55.0,35.0,3.512868695444563,0.9476803551609323,2,,,,,
52UFV,"[130.3579107698519, 48.647178209563975, 131.35922145083453, 49.64443670244057]",Russia,RU,98.067945,290,81,63,33,3.9811481406529188,0.9778282022191027,0,,,,,,290,81.0,63.0,33.0,3.9811481406529188,0.9778282022191027,256,77.0,59.0,27.0,3.9265731135330335,0.9754975124378109,25,,,,,
52VEP,"[128.99961522897758, 61.66363215285921, 129.50332141980167, 62.23177006410344]",Russia,RU,96.825451,817,95,85,52,4.251813001012736,0.9851758793969849,340,94.0,82.0,33.0,4.252991186193422,0.9859905588548805,477,65.0,55.0,40.0,3.7023853058519665,0.9693416577838688,415,53.0,37.0,22.0,3.4502890930997094,0.957286432160804,27,,,,,
53TLH,"[132.53321795122122, 42.33836182515417, 133.90469075283303, 43.34744038882544]",Russia,RU,52.77977,1865,166,142,86,4.67527815150493,0.9813037204341553,1419,171.0,140.0,62.0,5.09036016873129,0.9984264758134105,441,141.0,131.0,89.0,4.090476474051095,0.9668654247373554,269,78.0,66.0,37.0,3.7471131651823186,0.9627612082543313,89,,,,,
53TLK,"[132.45686051699678, 44.137996748196564, 133.87191870410007, 45.148073182871244]",Russia,RU,3.11638,960,126,114,77,4.170993755345318,0.9742227469500196,254,158.0,125.0,60.0,5.00242761319966,0.9978173696766661,705,70.0,57.0,38.0,3.7182632732029637,0.9684535311846427,680,64.0,49.0,32.0,3.415007525875348,0.9456023651145602,12,,,,,
53TNK,"[135.21249718323247, 44.157116557384406, 136.39641117314895, 45.15050566247216]",Russia,RU,51.012248,259,169,146,79,5.005241619842776,0.9961774251712946,166,,,,,,91,,,,,,58,,,,,,30,,,,,
53UMP,"[133.63917680224736, 47.757403531734624, 135.13278260997075, 48.75293650976542]",Russia,RU,24.96513,722,110,97,71,2.4658818692033226,0.7335112698584031,131,,,,,,586,94.0,74.0,46.0,3.095303741466277,0.8999276769060942,544,75.0,59.0,34.0,3.0874860472063217,0.9044369836410915,22,,,,,
53UNP,"[134.9997279041062, 47.761923765466676, 135.95904755961902, 48.7530130044756]",Russia,RU,23.160192,746,120,106,78,2.9646932344953667,0.8436489294103368,163,,,,,,576,90.0,76.0,51.0,2.6530834544636313,0.8428568647091019,507,87.0,64.0,38.0,3.151422685084223,0.8879805656110406,38,,,,,
53UPS,"[136.40871510963763, 50.42629366061962, 137.99221555053762, 51.2985682897492]",Russia,RU,91.368973,329,150,145,66,4.958768692812434,0.9981381612737545,15,,,,,,307,135.0,137.0,54.0,4.815041588497586,0.996461824953445,5,,,,,,280,140.0,132.0,47.0,4.849610531675129,0.9967257318952234
54TWS,"[140.99973996260235, 45.956769859075806, 142.44250809794548, 46.95240087916407]",Russia,RU,31.522027,1021,101,87,59,3.7780002109530257,0.9617295403009689,212,111.0,99.0,55.0,4.496560617450517,0.9906603725699203,803,75.0,59.0,38.0,3.203215991714657,0.9166985363140145,754,72.0,55.0,34.0,3.0871981270085938,0.9178198649223067,6,,,,,
54TWT,"[141.1679310607651, 46.85663988190739, 142.46727737676824, 47.850345417723425]",Russia,RU,38.568354,226,125,114,64,4.554698354720896,0.9889949748743718,202,114.0,102.0,47.0,4.439755375768716,0.9872361809045226,24,,,,,,15,,,,,,9,,,,,
54TXS,"[142.29190887980644, 46.01803113289531, 142.68814876375788, 46.94616825397537]",Russia,RU,61.677557,1575,109,94,67,3.273071512185485,0.8951707423667534,325,136.0,115.0,51.0,4.771825631660564,0.9949246231155779,1244,92.0,73.0,49.0,2.6274119766321706,0.8205941972833808,1086,71.0,54.0,31.0,3.493953249688732,0.9515524249324339,63,,,,,
54TXT,"[142.31188688551242, 46.83262831925138, 143.80284668292452, 47.84592105208886]",Russia,RU,34.445819,2446,125,109,69,3.552922295807119,0.9202248970541653,613,138.0,116.0,57.0,4.778757103466164,0.9947738693467336,1823,94.0,83.0,47.0,3.8340658798013796,0.967880239520958,1492,81.0,60.0,30.0,3.2251531541364264,0.9206221975318439,199,,,,,
54UXB,"[142.53652236330495, 50.42629366061962, 144.01702500852582, 51.43295334840647]",Russia,RU,68.168831,332,74,63,45,3.3331810273022158,0.9388379804956537,29,,,,,,301,58.0,46.0,33.0,3.1028636827809852,0.924390263298105,289,51.0,40.0,26.0,3.121797086523872,0.9305774219183423,4,,,,,
54UXC,"[142.89731985020023, 51.32452335478603, 144.07775792530947, 52.32516625597379]",Russia,RU,17.700681,1312,81,71,45,3.764294761602859,0.9641936770040163,131,,,,,,1180,64.0,50.0,29.0,3.0437225457177903,0.8836208244306634,1158,61.0,52.0,29.0,3.4048421017322705,0.9360631593585457,5,,,,,
54UXD,"[143.27181850595696, 52.22256603361336, 144.14176990448118, 53.21689267900895]",Russia,RU,5.2e-05,364,63,53,32,2.909687495185913,0.8862985876974844,25,,,,,,339,58.0,47.0,27.0,3.231299063368074,0.9335024411532062,310,50.0,40.0,20.0,3.010384830318607,0.9168326436259687,1,,,,,
54UXU,"[142.3343313489668, 47.74444335125982, 143.50244508493935, 48.74498411169783]",Russia,RU,9.865279,636,98,88,51,1.7481565659922444,0.5224387842105895,204,119.0,106.0,45.0,4.6359019615940635,0.9937185929648241,432,50.0,40.0,26.0,1.2950541810614502,0.4301642699368129,424,44.0,35.0,21.0,1.8585168809299872,0.6220007927522067,3,,,,,
54UXV,"[142.35791076985194, 48.62982157570405, 143.90457276290218, 49.64443670244057]",Russia,RU,56.007856,486,76,65,39,3.673914695130693,0.9572272852803093,31,,,,,,455,64.0,53.0,30.0,2.8871086535551895,0.8515609955709609,441,71.0,54.0,29.0,3.4570227416520254,0.9432968220553636,2,,,,,
56VLM,"[149.3706383589894, 59.402967480991144, 150.60336596424733, 60.41138007961184]",Russia,RU,35.848096,289,130,110,60,4.391060810407508,0.9796249549224666,157,,,,,,132,,,,,,123,,,,,,2,,,,,
56VNL,"[152.99964634910202, 58.54342170475549, 154.93849063455716, 59.538349128457064]",Russia,RU,27.547851,643,16,12,1,1.7590342673375248,0.738391959798995,0,,,,,,643,16.0,12.0,1.0,1.7590342673375248,0.738391959798995,643,16.0,12.0,1.0,1.7590342673375248,0.738391959798995,0,,,,,
56VNM,"[152.9996366368267, 59.43618535955448, 154.99379319318874, 60.43645676802676]",Russia,RU,33.792758,540,14,9,1,1.8179866998671252,0.7313065326633166,0,,,,,,540,14.0,9.0,1.0,1.8179866998671252,0.7313065326633166,540,14.0,9.0,1.0,1.8179866998671252,0.7313065326633166,0,,,,,
56VPN,"[154.81140048341695, 60.320580169736125, 156.3597439143614, 61.32160153399891]",Russia,RU,50.165385,335,12,9,1,1.604718674346008,0.710502512562814,0,,,,,,335,12.0,9.0,1.0,1.604718674346008,0.710502512562814,335,12.0,9.0,1.0,1.604718674346008,0.710502512562814,0,,,,,
57UVA,"[157.43460163901324, 54.050496442234184, 159.15275327372748, 55.04689020612033]",Russia,RU,19.108514,1428,125,105,57,4.69608648481672,0.994513664564426,1048,127.0,99.0,43.0,4.725920830100007,0.9949241155271306,377,58.0,50.0,31.0,3.673838615422041,0.9713065326633166,311,43.0,35.0,19.0,3.3644266595963916,0.9596482412060301,57,,,,,
57UVU,"[157.50094041209755, 52.25344953517325, 158.39594159404288, 53.24527920434678]",Russia,RU,54.853261,3859,129,115,60,4.713843741683396,0.9943781094527363,3395,124.0,104.0,42.0,4.658942561885555,0.9935678391959799,450,102.0,96.0,62.0,4.289879948564711,0.9846363946739501,286,69.0,56.0,29.0,3.813680234744723,0.9724375538329026,66,,,,,
57UVV,"[157.46868670472256, 53.151777988193025, 158.90807009361652, 54.14662623785337]",Russia,RU,31.662905,1064,139,124,54,4.803335835003205,0.9954317039744175,982,121.0,103.0,43.0,4.671163238522075,0.9943598420755781,76,,,,,,29,,,,,,23,,,,,
57UWB,"[158.99967977033577, 54.95635787344359, 159.9958155741852, 55.94573440279175]",Russia,RU,19.288485,414,123,101,49,4.6768301240953365,0.9942211055276382,382,120.0,97.0,44.0,4.619422777264047,0.9931658291457286,29,,,,,,12,,,,,,8,,,,,
57VUH,"[155.26749797615466, 60.29934910487688, 156.37276124702151, 61.305187501601004]",Russia,RU,52.078861,304,12,9,1,1.53861030370873,0.6972361809045227,0,,,,,,304,12.0,9.0,1.0,1.53861030370873,0.6972361809045227,304,12.0,9.0,1.0,1.53861030370873,0.6972361809045227,0,,,,,
57VVC,"[157.36043831332785, 55.84694811162493, 158.0617251538851, 56.837201914335296]",Russia,RU,99.322879,245,127,110,61,4.698029945451473,0.9942572937496795,209,116.0,95.0,41.0,4.611346551419195,0.9935536267194559,33,,,,,,12,,,,,,11,,,,,
57VVJ,"[158.01562327250792, 61.238750366273216, 159.18776765959115, 62.23164304268573]",Russia,RU,25.387114,317,11,8,1,1.5977287585561997,0.7098492462311559,0,,,,,,317,11.0,8.0,1.0,1.5977287585561997,0.7098492462311559,317,11.0,8.0,1.0,1.5977287585561997,0.7098492462311559,0,,,,,
57VWH,"[159.9790917818157, 60.333780433526485, 161.0505640236654, 61.322360380314244]",Russia,RU,43.466067,401,15,10,1,1.9910921373554373,0.7936683417085427,0,,,,,,401,15.0,10.0,1.0,1.9910921373554373,0.7936683417085427,401,15.0,10.0,1.0,1.9910921373554373,0.7936683417085427,0,,,,,
57VWJ,"[158.99961522897758, 61.23068543681581, 161.11115586933346, 62.23177006410344]",Russia,RU,60.021788,512,13,8,1,1.5820219481111153,0.6471356783919597,0,,,,,,512,13.0,8.0,1.0,1.5820219481111153,0.6471356783919597,512,13.0,8.0,1.0,1.5820219481111153,0.6471356783919597,0,,,,,
57VXJ,"[160.86276578165038, 61.189846474241314, 163.03031108604202, 62.21290236442455]",Russia,RU,63.151973,216,14,10,1,2.2117030989553137,0.8789949748743718,0,,,,,,216,14.0,10.0,1.0,2.2117030989553137,0.8789949748743718,216,14.0,10.0,1.0,2.2117030989553137,0.8789949748743718,0,,,,,
58VCP,"[161.15745865032042, 61.194973173238445, 163.31968767916365, 62.220923807248376]",Russia,RU,57.302809,376,13,8,1,2.217977372609622,0.8770351758793969,0,,,,,,376,13.0,8.0,1.0,2.217977372609622,0.8770351758793969,376,13.0,8.0,1.0,2.217977372609622,0.8770351758793969,0,,,,,
58VDN,"[163.13124823455817, 60.4038019923349, 163.9541546867356, 61.32669805074873]",Russia,RU,22.853266,269,17,10,1,2.036158138750138,0.7915577889447236,0,,,,,,269,17.0,10.0,1.0,2.036158138750138,0.7915577889447236,269,17.0,10.0,1.0,2.036158138750138,0.7915577889447236,0,,,,,
58VDP,"[163.07602038371172, 61.2332991784862, 165.18776765959112, 62.23164304268573]",Russia,RU,52.761829,582,13,9,1,1.7233856071241727,0.722462311557789,0,,,,,,582,13.0,9.0,1.0,1.7233856071241727,0.722462311557789,582,13.0,9.0,1.0,1.7233856071241727,0.722462311557789,0,,,,,
58VDQ,"[163.0168934075071, 63.074558806200855, 163.05939144554577, 63.11592624051161]",Russia,RU,21.521436,277,11,7,1,1.7889554780223593,0.7538190954773869,0,,,,,,277,11.0,7.0,1.0,1.7889554780223593,0.7538190954773869,277,11.0,7.0,1.0,1.7889554780223593,0.7538190954773869,0,,,,,
58VEM,"[164.9996366368267, 59.43618535955448, 166.99379319318874, 60.43645676802676]",Russia,RU,1.751905,222,17,12,1,2.2937627064828323,0.8722110552763819,0,,,,,,222,17.0,12.0,1.0,2.2937627064828323,0.8722110552763819,222,17.0,12.0,1.0,2.2937627064828323,0.8722110552763819,0,,,,,
